model,framework,query_idx,final_pass,delivered,artifact_delivered,official_delivered,tokens,cost_usd,runtime_seconds,failure_reason
deepseek,stigmergiagentic_c3,47,False,True,True,True,58396,0.01268034,0.0,ok
deepseek,stigmergiagentic_c3,48,False,True,True,True,58891,0.01299864,0.0,ok
deepseek,stigmergiagentic_c3,49,True,False,True,False,21724,0.0052083,0.0,ok
deepseek,stigmergiagentic_c3,50,True,False,True,False,20049,0.00502406,0.0,ok
deepseek,stigmergiagentic_c3,51,True,False,True,False,19556,0.00479454,0.0,ok
deepseek,stigmergiagentic_c3,52,True,False,True,False,20342,0.00488514,0.0,ok
deepseek,stigmergiagentic_c3,53,True,False,True,False,21358,0.00513508,0.0,ok
deepseek,stigmergiagentic_c3,54,False,True,True,True,61744,0.01341374,0.0,ok
deepseek,stigmergiagentic_c3,55,True,False,True,False,22787,0.005301739999999999,0.0,ok
deepseek,stigmergiagentic_c3,56,False,True,True,True,61646,0.012964500000000002,0.0,ok
deepseek,stigmergiagentic_c3,57,True,False,True,False,20823,0.00507656,0.0,ok
deepseek,stigmergiagentic_c3,58,False,True,True,True,57031,0.012583819999999999,0.0,ok
deepseek,stigmergiagentic_c3,59,False,True,True,True,61238,0.0128671,0.0,ok
deepseek,stigmergiagentic_c3,60,True,False,True,False,8852,0.0021037,0.0,ok
deepseek,stigmergiagentic_c3,61,True,False,True,False,10050,0.0023795400000000003,0.0,ok
deepseek,stigmergiagentic_c3,62,True,False,True,False,10313,0.00242412,0.0,ok
deepseek,stigmergiagentic_c3,63,True,False,True,False,11532,0.00266924,0.0,ok
deepseek,stigmergiagentic_c3,64,True,False,True,False,11627,0.0026758000000000003,0.0,ok
deepseek,stigmergiagentic_c3,65,True,False,True,False,8192,0.0019790600000000004,0.0,ok
deepseek,stigmergiagentic_c3,66,True,False,True,False,11207,0.0025631,0.0,ok
deepseek,stigmergiagentic_c3,67,True,False,True,False,8130,0.00201876,0.0,ok
deepseek,stigmergiagentic_c3,68,True,False,True,False,10108,0.0023852400000000003,0.0,ok
deepseek,stigmergiagentic_c3,69,False,True,True,True,26376,0.0056187400000000005,0.0,ok
deepseek,stigmergiagentic_c3,70,True,False,True,False,9007,0.00212978,0.0,ok
deepseek,stigmergiagentic_c3,71,True,False,True,False,9996,0.00240646,0.0,ok
deepseek,stigmergiagentic_c3,72,True,False,True,False,19639,0.00462688,0.0,ok
deepseek,stigmergiagentic_c3,73,True,False,True,False,9960,0.00236354,0.0,ok
deepseek,stigmergiagentic_c3,74,False,True,True,True,33586,0.006583639999999999,0.0,ok
deepseek,stigmergiagentic_c3,75,True,False,True,False,10480,0.00240128,0.0,ok
deepseek,stigmergiagentic_c3,76,True,False,True,False,17552,0.0042856199999999995,0.0,ok
deepseek,stigmergiagentic_c3,77,False,True,True,True,32312,0.0064172000000000005,0.0,ok
deepseek,stigmergiagentic_c3,78,True,False,True,False,10084,0.00233726,0.0,ok
deepseek,stigmergiagentic_c3,79,False,True,True,True,31709,0.0063393600000000005,0.0,ok
deepseek,stigmergiagentic_c3,80,True,False,True,False,14834,0.0035862800000000003,0.0,ok
deepseek,stigmergiagentic_c3,81,True,False,True,False,16914,0.003914860000000001,0.0,ok
deepseek,stigmergiagentic_c3,82,True,False,True,False,15029,0.0036706000000000004,0.0,ok
deepseek,stigmergiagentic_c3,83,False,True,True,True,48797,0.011766060000000002,0.0,ok
deepseek,stigmergiagentic_c3,84,True,False,True,False,36586,0.008310340000000001,0.0,ok
deepseek,stigmergiagentic_c3,85,False,True,True,True,44309,0.00915322,0.0,ok
deepseek,stigmergiagentic_c3,86,False,True,True,True,49029,0.010012420000000001,0.0,ok
deepseek,stigmergiagentic_c3,87,False,True,True,True,45133,0.00945092,0.0,ok
deepseek,stigmergiagentic_c3,88,False,True,True,True,51326,0.01032458,0.0,ok
deepseek,stigmergiagentic_c3,89,False,True,True,True,47682,0.009922420000000001,0.0,ok
deepseek,stigmergiagentic_c3,90,False,True,True,True,46403,0.01122226,0.0,ok
deepseek,stigmergiagentic_c3,91,False,True,True,True,52128,0.0121478,0.0,ok
deepseek,stigmergiagentic_c3,92,True,False,True,False,14941,0.0035455800000000004,0.0,ok
deepseek,stigmergiagentic_c3,93,True,False,True,False,15427,0.00367942,0.0,ok
deepseek,stigmergiagentic_c3,94,False,True,True,True,43910,0.010843460000000001,0.0,ok
deepseek,stigmergiagentic_c3,95,False,True,True,True,44620,0.01073522,0.0,ok
deepseek,stigmergiagentic_c3,96,False,True,True,True,44886,0.01061142,0.0,ok
deepseek,stigmergiagentic_c3,97,False,True,True,True,46353,0.00974432,0.0,ok
deepseek,stigmergiagentic_c3,98,True,False,True,False,14962,0.0035520800000000004,0.0,ok
deepseek,stigmergiagentic_c3,99,False,True,True,True,44469,0.01078562,0.0,ok
deepseek,stigmergiagentic_c3,100,True,False,True,False,18428,0.004691020000000001,0.0,ok
deepseek,stigmergiagentic_c3,101,False,True,True,True,53564,0.012058160000000002,0.0,ok
deepseek,stigmergiagentic_c3,102,True,False,True,False,18368,0.004646600000000001,0.0,ok
deepseek,stigmergiagentic_c3,103,True,False,True,False,17717,0.00456672,0.0,ok
deepseek,stigmergiagentic_c3,104,False,True,True,True,57566,0.012551999999999999,0.0,ok
deepseek,stigmergiagentic_c3,105,True,False,True,False,19143,0.00480312,0.0,ok
deepseek,stigmergiagentic_c3,106,False,True,True,True,56571,0.012245480000000001,0.0,ok
deepseek,stigmergiagentic_c3,107,False,True,True,True,59238,0.012658760000000002,0.0,ok
deepseek,stigmergiagentic_c3,108,True,False,True,False,41103,0.00979984,0.0,ok
deepseek,stigmergiagentic_c3,109,True,False,True,False,21494,0.00714798,0.0,ok
deepseek,stigmergiagentic_c3,110,True,False,True,False,19063,0.00474334,0.0,ok
deepseek,stigmergiagentic_c3,111,False,True,True,True,59645,0.014860980000000001,0.0,ok
deepseek,stigmergiagentic_c3,112,False,True,True,True,56940,0.01443796,0.0,ok
deepseek,stigmergiagentic_c3,113,False,True,True,True,62909,0.014968160000000001,0.0,ok
deepseek,stigmergiagentic_c3,114,True,False,True,False,21800,0.005203920000000001,0.0,ok
deepseek,stigmergiagentic_c3,115,True,False,True,False,20143,0.00490432,0.0,ok
deepseek,stigmergiagentic_c3,116,False,True,True,True,62864,0.01327728,0.0,ok
deepseek,stigmergiagentic_c3,117,True,False,True,False,18294,0.0045735,0.0,ok
deepseek,stigmergiagentic_c3,118,False,True,True,True,58663,0.012955780000000002,0.0,ok
deepseek,stigmergiagentic_c3,119,False,True,True,True,58452,0.014970520000000001,0.0,ok
deepseek,stigmergiagentic_c3,120,False,True,True,True,25796,0.005596080000000001,0.0,ok
deepseek,stigmergiagentic_c3,121,True,False,True,False,10051,0.0023507600000000003,0.0,ok
deepseek,stigmergiagentic_c3,122,False,True,True,True,31402,0.006220780000000001,0.0,ok
deepseek,stigmergiagentic_c3,123,True,False,True,False,21486,0.00497638,0.0,ok
deepseek,stigmergiagentic_c3,124,False,True,True,True,36479,0.006984640000000001,0.0,ok
deepseek,stigmergiagentic_c3,125,False,True,True,True,28853,0.005785800000000001,0.0,ok
deepseek,stigmergiagentic_c3,126,True,False,True,False,9768,0.00230742,0.0,ok
deepseek,stigmergiagentic_c3,127,True,False,True,False,11670,0.00276626,0.0,ok
deepseek,stigmergiagentic_c3,128,True,False,True,False,9759,0.0023041600000000004,0.0,ok
deepseek,stigmergiagentic_c3,129,False,True,True,True,28119,0.00583016,0.0,ok
deepseek,stigmergiagentic_c3,130,False,True,True,True,35565,0.0079643,0.0,ok
deepseek,stigmergiagentic_c3,131,False,True,True,True,34432,0.007666300000000001,0.0,ok
deepseek,stigmergiagentic_c3,132,True,False,True,False,11744,0.0027563600000000002,0.0,ok
deepseek,stigmergiagentic_c3,133,True,False,True,False,11208,0.0025476000000000006,0.0,ok
deepseek,stigmergiagentic_c3,134,True,False,True,False,22348,0.0050543,0.0,ok
deepseek,stigmergiagentic_c3,135,False,True,True,True,35120,0.006852779999999999,0.0,ok
deepseek,stigmergiagentic_c3,136,True,False,True,False,10210,0.00235066,0.0,ok
deepseek,stigmergiagentic_c3,137,False,True,True,True,29879,0.006016860000000001,0.0,ok
deepseek,stigmergiagentic_c3,138,True,False,True,False,9686,0.00224544,0.0,ok
deepseek,stigmergiagentic_c3,139,False,True,True,True,36530,0.00684442,0.0,ok
deepseek,stigmergiagentic_c3,140,False,True,True,True,48880,0.00991492,0.0,ok
deepseek,stigmergiagentic_c3,141,True,False,True,False,16540,0.0038793199999999995,0.0,ok
deepseek,stigmergiagentic_c3,142,False,True,True,True,49801,0.010237980000000002,0.0,ok
deepseek,stigmergiagentic_c3,143,False,True,True,True,38266,0.008751660000000001,0.0,ok
deepseek,stigmergiagentic_c3,144,False,True,True,True,36170,0.008541080000000001,0.0,ok
deepseek,stigmergiagentic_c3,145,True,False,True,False,14041,0.0035311400000000003,0.0,ok
deepseek,stigmergiagentic_c3,146,False,True,True,True,42416,0.0089414,0.0,ok
deepseek,stigmergiagentic_c3,147,False,True,True,True,40429,0.00896692,0.0,ok
deepseek,stigmergiagentic_c3,148,True,False,True,False,11983,0.00308068,0.0,ok
deepseek,stigmergiagentic_c3,149,False,True,True,True,44950,0.009679040000000002,0.0,ok
deepseek,stigmergiagentic_c3,150,True,False,True,False,32481,0.007791440000000001,0.0,ok
deepseek,stigmergiagentic_c3,151,True,False,True,False,13600,0.0034524800000000004,0.0,ok
deepseek,stigmergiagentic_c3,152,False,True,True,True,45694,0.01105464,0.0,ok
deepseek,stigmergiagentic_c3,153,False,True,True,True,50555,0.01174472,0.0,ok
deepseek,stigmergiagentic_c3,154,True,False,True,False,14118,0.00348968,0.0,ok
deepseek,stigmergiagentic_c3,155,False,True,True,True,42425,0.010565399999999999,0.0,ok
deepseek,stigmergiagentic_c3,156,True,False,True,False,14707,0.00355116,0.0,ok
deepseek,stigmergiagentic_c3,157,True,False,True,False,53002,0.01224722,0.0,ok
deepseek,stigmergiagentic_c3,158,True,False,True,False,16584,0.00395096,0.0,ok
deepseek,stigmergiagentic_c3,159,False,True,True,True,35283,0.00823052,0.0,ok
deepseek,stigmergiagentic_c3,160,False,True,True,True,53181,0.013709920000000002,0.0,ok
deepseek,stigmergiagentic_c3,161,True,False,True,False,18280,0.0046079,0.0,ok
deepseek,stigmergiagentic_c3,162,True,False,True,False,19511,0.0048304,0.0,ok
deepseek,stigmergiagentic_c3,163,False,True,True,True,51118,0.012058000000000001,0.0,ok
deepseek,stigmergiagentic_c3,164,False,True,True,True,63178,0.0134019,0.0,ok
deepseek,stigmergiagentic_c3,165,True,False,True,False,32970,0.00885198,0.0,ok
deepseek,stigmergiagentic_c3,166,True,False,True,False,39978,0.0098962,0.0,ok
deepseek,stigmergiagentic_c3,167,False,True,True,True,56965,0.012760220000000001,0.0,ok
deepseek,stigmergiagentic_c3,168,True,False,True,False,16333,0.00442964,0.0,ok
deepseek,stigmergiagentic_c3,169,False,True,True,True,65280,0.01548072,0.0,ok
deepseek,stigmergiagentic_c3,170,False,True,True,True,68132,0.01608536,0.0,ok
deepseek,stigmergiagentic_c3,171,True,False,True,False,20576,0.0049775,0.0,ok
deepseek,stigmergiagentic_c3,172,True,False,True,False,35281,0.0092158,0.0,ok
deepseek,stigmergiagentic_c3,173,True,False,True,False,16542,0.0043859,0.0,ok
deepseek,stigmergiagentic_c3,174,True,False,True,False,33895,0.0090566,0.0,ok
deepseek,stigmergiagentic_c3,175,True,False,True,False,18373,0.00465874,0.0,ok
deepseek,stigmergiagentic_c3,176,False,True,True,True,58711,0.012995300000000001,0.0,ok
deepseek,stigmergiagentic_c3,177,True,False,True,False,20132,0.00489222,0.0,ok
deepseek,stigmergiagentic_c3,178,False,True,True,True,65629,0.01557604,0.0,ok
deepseek,stigmergiagentic_c3,179,False,True,True,True,60088,0.01464898,0.0,ok
gemma,metagpt_sequential,0,True,True,True,True,7554,0.00111077,54.2008,
gemma,metagpt_sequential,1,True,True,True,True,13039,0.0022967100000000004,55.7077,
gemma,metagpt_sequential,2,True,True,True,True,7436,0.00123926,81.0257,
gemma,metagpt_sequential,3,True,True,True,True,5847,0.00096133,50.4682,
gemma,metagpt_sequential,4,True,True,True,True,7686,0.0011331800000000001,53.7127,
gemma,metagpt_sequential,5,False,True,True,True,13071,0.00202665,116.0455,hard:valid_cost
gemma,metagpt_sequential,6,True,True,True,True,7110,0.0014578500000000001,131.5419,
gemma,metagpt_sequential,7,True,True,True,True,6569,0.00105449,77.4804,
gemma,metagpt_sequential,8,True,True,True,True,11604,0.00203353,69.3434,
gemma,metagpt_sequential,9,True,True,True,True,7581,0.0014565049999999999,47.35,
gemma,metagpt_sequential,10,True,True,True,True,7484,0.0011478299999999999,91.6973,
gemma,metagpt_sequential,11,True,True,True,True,5863,0.00094727,77.5214,
gemma,metagpt_sequential,12,True,True,True,True,6344,0.0010165999999999999,85.0429,
gemma,metagpt_sequential,13,True,True,True,True,7110,0.0015135699999999999,69.2206,
gemma,metagpt_sequential,14,True,True,True,True,8055,0.0012556,56.4842,
gemma,metagpt_sequential,15,True,True,True,True,6567,0.001447225,94.4601,
gemma,metagpt_sequential,16,True,True,True,True,7997,0.0012326799999999999,93.9125,
gemma,metagpt_sequential,17,False,True,True,True,14112,0.0021095099999999998,115.1408,hard:valid_cost
gemma,metagpt_sequential,18,True,True,True,True,8413,0.00131718,94.1411,
gemma,metagpt_sequential,19,False,True,True,True,14924,0.0022695099999999998,111.8306,hard:valid_cost
gemma,metagpt_sequential,20,False,True,True,True,20994,0.00388594,98.4813,commonsense:valid_transportation
gemma,metagpt_sequential,21,False,True,True,True,18426,0.00328542,111.8433,hard:valid_cost
gemma,metagpt_sequential,22,True,True,True,True,10603,0.0016933,94.8355,
gemma,metagpt_sequential,23,True,True,True,True,10009,0.00149892,123.5075,
gemma,metagpt_sequential,24,False,True,True,True,18262,0.00288126,115.3636,commonsense:valid_transportation
gemma,metagpt_sequential,25,False,True,True,True,20293,0.0034360750000000002,95.7129,commonsense:valid_transportation;hard:valid_cost
gemma,metagpt_sequential,26,False,True,True,True,18011,0.0027481199999999997,95.8157,commonsense:valid_transportation
gemma,metagpt_sequential,27,True,True,True,True,9529,0.00157201,140.5321,
gemma,metagpt_sequential,28,True,True,True,True,8747,0.00168791,66.4597,
gemma,metagpt_sequential,29,True,True,True,True,8545,0.00130735,73.391,
gemma,metagpt_sequential,30,False,True,True,True,18549,0.0033519500000000002,129.9489,commonsense:valid_transportation
gemma,metagpt_sequential,31,False,True,True,True,18341,0.0031006849999999997,85.1311,commonsense:valid_transportation
gemma,metagpt_sequential,32,True,True,True,True,10519,0.00158088,63.0143,
gemma,metagpt_sequential,33,False,True,True,True,18056,0.0027848,93.7368,commonsense:valid_transportation
gemma,metagpt_sequential,34,True,True,True,True,10197,0.00161383,99.3842,
gemma,metagpt_sequential,35,False,True,True,True,20558,0.0036311399999999997,85.3997,commonsense:valid_transportation
gemma,metagpt_sequential,36,False,True,True,True,20605,0.0037472,95.1691,commonsense:valid_transportation
gemma,metagpt_sequential,37,False,True,True,True,17935,0.00282478,140.8736,commonsense:valid_transportation
gemma,metagpt_sequential,38,True,True,True,True,10799,0.002141125,76.288,
gemma,metagpt_sequential,39,True,True,True,True,10361,0.0015668000000000001,117.3522,
gemma,metagpt_sequential,40,False,True,True,True,23440,0.004580825,80.0446,hard:valid_cost
gemma,metagpt_sequential,41,False,True,True,True,25604,0.003904965,114.0848,commonsense:valid_transportation
gemma,metagpt_sequential,42,True,True,True,True,13127,0.002858175,68.7141,
gemma,metagpt_sequential,43,False,True,True,True,23235,0.00349032,102.3065,hard:valid_cost
gemma,metagpt_sequential,44,True,True,True,True,12272,0.00186233,78.2064,
gemma,metagpt_sequential,45,True,True,True,True,13409,0.00204617,93.8555,
gemma,metagpt_sequential,46,False,True,True,True,26546,0.0038736199999999995,136.1076,commonsense:valid_transportation
gemma,metagpt_sequential,47,False,True,True,True,23584,0.00357854,99.7846,hard:valid_cost
gemma,metagpt_sequential,48,False,True,True,True,24002,0.00425506,97.3034,commonsense:valid_transportation
gemma,metagpt_sequential,49,False,True,True,True,26493,0.004617675,98.1626,commonsense:valid_transportation
gemma,metagpt_sequential,50,True,True,True,True,24413,0.0050231500000000005,204.831,
gemma,metagpt_sequential,51,True,True,True,True,12638,0.00193246,152.2484,
gemma,metagpt_sequential,52,True,True,True,True,24788,0.0037710900000000004,149.3765,
gemma,metagpt_sequential,53,False,True,True,True,25963,0.004714315,177.8816,commonsense:valid_transportation
gemma,metagpt_sequential,54,False,True,True,True,25093,0.00408188,124.2632,commonsense:valid_transportation
gemma,metagpt_sequential,55,False,True,True,True,28125,0.0051192500000000005,116.6611,commonsense:valid_transportation
gemma,metagpt_sequential,56,False,True,True,True,24987,0.004347800000000001,111.9005,hard:valid_cost
gemma,metagpt_sequential,57,True,True,True,True,13403,0.00262577,63.0115,
gemma,metagpt_sequential,58,False,True,True,True,23222,0.00371674,120.6557,commonsense:valid_transportation
gemma,metagpt_sequential,59,False,True,True,True,24939,0.00378472,132.8777,commonsense:valid_transportation
gemma,metagpt_sequential,60,True,True,True,True,6232,0.00100144,93.2742,
gemma,metagpt_sequential,61,True,True,True,True,7141,0.0014952,70.8777,
gemma,metagpt_sequential,62,True,True,True,True,6949,0.00113718,76.8045,
gemma,metagpt_sequential,63,True,True,True,True,8067,0.001324195,174.7639,
gemma,metagpt_sequential,64,True,True,True,True,8079,0.00135126,94.0237,
gemma,metagpt_sequential,65,True,True,True,True,5872,0.00101704,111.3772,
gemma,metagpt_sequential,66,True,True,True,True,7764,0.0012045200000000002,125.6786,
gemma,metagpt_sequential,67,False,True,True,True,10609,0.00165147,81.2677,commonsense:valid_restaurants
gemma,metagpt_sequential,68,True,True,True,True,7024,0.00105165,57.6712,
gemma,metagpt_sequential,69,False,True,True,True,11118,0.001739145,70.7374,commonsense:valid_restaurants;hard:valid_cuisine
gemma,metagpt_sequential,70,True,True,True,True,6309,0.00134059,76.8782,
gemma,metagpt_sequential,71,True,True,True,True,6860,0.0013000199999999998,49.5462,
gemma,metagpt_sequential,72,True,True,True,True,12399,0.00193327,125.1059,
gemma,metagpt_sequential,73,True,True,True,True,12846,0.00233235,61.3903,
gemma,metagpt_sequential,74,False,True,True,True,14098,0.0021746,115.9046,hard:valid_cost
gemma,metagpt_sequential,75,True,True,True,True,7221,0.00116909,74.3295,
gemma,metagpt_sequential,76,True,True,True,True,6170,0.00103232,83.6206,
gemma,metagpt_sequential,77,False,True,True,True,13778,0.00200627,102.8036,hard:valid_cost
gemma,metagpt_sequential,78,True,True,True,True,7060,0.00108402,49.9466,
gemma,metagpt_sequential,79,False,True,True,True,13580,0.0020972,97.3769,hard:valid_cost
gemma,metagpt_sequential,80,True,True,True,True,9952,0.00161584,88.1957,
gemma,metagpt_sequential,81,False,True,True,True,20978,0.00315188,118.6317,commonsense:valid_transportation
gemma,metagpt_sequential,82,True,True,True,True,9982,0.00159118,76.007,
gemma,metagpt_sequential,83,False,True,True,True,19803,0.003367405,73.0666,commonsense:valid_transportation;hard:valid_cost;hard:valid_room_type
gemma,metagpt_sequential,84,False,True,True,True,22721,0.0041348800000000005,164.6565,commonsense:valid_transportation
gemma,metagpt_sequential,85,False,True,True,True,18174,0.00280374,96.1696,commonsense:valid_transportation;hard:valid_room_type
gemma,metagpt_sequential,86,True,True,True,True,10714,0.00225966,63.0697,
gemma,metagpt_sequential,87,True,True,True,True,10178,0.00165502,62.8353,
gemma,metagpt_sequential,88,False,True,True,True,21042,0.00373636,81.1017,commonsense:valid_transportation;commonsense:valid_accommodation
gemma,metagpt_sequential,89,False,True,True,True,19803,0.003028445,100.1749,commonsense:valid_transportation;commonsense:valid_accommodation;hard:valid_cost;hard:valid_room_type
gemma,metagpt_sequential,90,False,True,True,True,19046,0.00356345,105.2649,commonsense:valid_accommodation;hard:valid_room_type
gemma,metagpt_sequential,91,False,True,True,True,21618,0.00334197,123.3881,commonsense:valid_transportation;commonsense:valid_accommodation;hard:valid_cost
gemma,metagpt_sequential,92,True,True,True,True,9812,0.0015550100000000001,90.4363,
gemma,metagpt_sequential,93,False,True,True,True,18949,0.00329649,101.9878,commonsense:valid_transportation
gemma,metagpt_sequential,94,False,True,True,True,18094,0.003201345,104.0653,hard:valid_cost
gemma,metagpt_sequential,95,False,True,True,True,18531,0.003513845,101.2695,commonsense:valid_info_sandbox;commonsense:valid_transportation
gemma,metagpt_sequential,96,False,True,True,True,18546,0.0032272250000000002,117.1682,commonsense:valid_info_sandbox;commonsense:valid_transportation
gemma,metagpt_sequential,97,False,True,True,True,19207,0.00284175,94.3907,commonsense:valid_accommodation
gemma,metagpt_sequential,98,True,True,True,True,9481,0.001870455,69.6333,
gemma,metagpt_sequential,99,False,True,True,True,17880,0.0027385400000000002,156.4939,hard:valid_cost;hard:valid_room_type
gemma,metagpt_sequential,100,True,True,True,True,11826,0.00235315,82.1002,
gemma,metagpt_sequential,101,False,True,True,True,22178,0.0036173200000000003,122.2474,hard:valid_cost
gemma,metagpt_sequential,102,True,True,True,True,12144,0.00197212,111.0378,
gemma,metagpt_sequential,103,True,True,True,True,11692,0.00183814,91.185,
gemma,metagpt_sequential,104,False,True,True,True,23668,0.0040411250000000004,103.4574,commonsense:valid_info_sandbox;commonsense:valid_transportation
gemma,metagpt_sequential,105,True,True,True,True,12454,0.00200855,101.8009,
gemma,metagpt_sequential,106,False,True,True,True,23172,0.0035634300000000002,134.5422,commonsense:valid_transportation;commonsense:valid_accommodation
gemma,metagpt_sequential,107,False,True,True,True,24176,0.004145475,102.3647,hard:valid_room_rule
gemma,metagpt_sequential,108,False,True,True,True,25052,0.00389092,146.0257,commonsense:valid_transportation;hard:valid_cost
gemma,metagpt_sequential,109,True,True,True,True,13959,0.00223727,65.1028,
gemma,metagpt_sequential,110,False,True,True,True,23736,0.005160515000000001,289.255,commonsense:valid_transportation
gemma,metagpt_sequential,111,True,True,True,True,13003,0.002509955,110.2665,
gemma,metagpt_sequential,112,True,True,True,True,23052,0.0041843,183.9722,
gemma,metagpt_sequential,113,False,True,True,True,25638,0.0040589400000000005,192.6637,commonsense:valid_accommodation
gemma,metagpt_sequential,114,False,True,True,True,26809,0.00404919,136.3172,commonsense:valid_transportation
gemma,metagpt_sequential,115,False,True,True,True,24917,0.00397409,143.3038,commonsense:valid_accommodation
gemma,metagpt_sequential,116,False,True,True,True,25570,0.0037533799999999997,117.7814,hard:valid_room_type
gemma,metagpt_sequential,117,True,True,True,True,12090,0.0021060799999999998,132.8445,
gemma,planner_executor,0,True,True,True,True,10213,0.00144169,21.1216,
gemma,planner_executor,1,False,True,True,True,9525,0.00146298,54.8224,commonsense:valid_transportation
gemma,planner_executor,2,True,True,True,True,9961,0.0014656299999999999,32.1128,
gemma,planner_executor,3,True,True,True,True,7453,0.00116198,52.7118,
gemma,planner_executor,4,True,True,True,True,10392,0.00151743,74.5617,
gemma,planner_executor,5,True,True,True,True,9412,0.001587415,30.9657,
gemma,planner_executor,6,True,True,True,True,9508,0.00144988,49.009,
gemma,planner_executor,7,True,True,True,True,8764,0.0013619,95.4432,
gemma,planner_executor,8,True,True,True,True,8158,0.00116904,19.1479,
gemma,planner_executor,9,True,True,True,True,10281,0.00149919,37.5006,
gemma,planner_executor,10,True,True,True,True,10138,0.00148695,32.0894,
gemma,planner_executor,11,True,True,True,True,7457,0.0011586399999999998,37.1332,
gemma,planner_executor,12,True,True,True,True,8436,0.00146974,46.4676,
gemma,planner_executor,13,True,True,True,True,9517,0.00134446,50.6318,
